Shot,ID,Zeff,dn0out,AFID case,NMDIFB,NLFB_NEUTCNTRL,N_ANALYTIC_FORM_D2F,APROF_EDGE_VALUE_D2F,MODULATION,priority,submitted
204939,S27,2.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204939,S28,2.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,1
204939,S29,2.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204939,S30,3.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204939,S31,3.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204939,S32,3.0,1.88e+11,flat,1,.TRUE.,0,1,0,7,1
204939,S33,2.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204939,S34,2.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204939,S35,2.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204939,S36,3.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204939,S37,3.0,2.66e+12,peaked,3,.TRUE.,1,0,0,7,0
204939,S38,3.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204940,S00,1.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204940,S01,1.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,1
204940,S02,1.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204940,S03,2.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204940,S04,2.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204940,S05,2.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204940,S06,3.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204940,S07,3.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204940,S08,3.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204940,S09,1.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,0
204940,S10,1.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204940,S11,1.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204940,S12,2.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,0
204940,S13,2.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204940,S14,2.5,7.07e+11,flat,1,.TRUE.,0,1,0,10,0
204940,S15,3.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204940,S16,3.5,7.07e+11,peaked,3,.TRUE.,1,0,0,10,0
204940,S17,3.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204940,S18,1.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204940,S19,1.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204940,S20,1.5,1.00e+13,flat,1,.TRUE.,0,1,0,10,1
204940,S21,2.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204940,S22,2.5,1.00e+13,peaked,3,.TRUE.,1,0,0,10,0
204940,S23,2.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204940,S24,3.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204940,S25,3.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204940,S26,3.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204940,S27,2.0,1.88e+11,classical,0,.FALSE.,0,0,0,7,0
204940,S28,2.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204940,S29,2.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204940,S30,3.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204940,S31,3.0,1.88e+11,peaked,3,.TRUE.,1,0,0,7,0
204940,S32,3.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,1
204940,S33,2.0,2.66e+12,classical,0,.FALSE.,0,0,0,7,1
204940,S34,2.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204940,S35,2.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204940,S36,3.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204940,S37,3.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204940,S38,3.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204941,S00,1.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204941,S01,1.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204941,S02,1.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204941,S03,2.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204941,S04,2.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204941,S05,2.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204941,S06,3.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,1
204941,S07,3.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,1
204941,S08,3.5,5.00e+10,flat,1,.TRUE.,0,1,0,10,0
204941,S09,1.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,0
204941,S10,1.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204941,S11,1.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,1
204941,S12,2.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,1
204941,S13,2.5,7.07e+11,peaked,3,.TRUE.,1,0,0,10,0
204941,S14,2.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204941,S15,3.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,0
204941,S16,3.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204941,S17,3.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,1
204941,S18,1.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204941,S19,1.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204941,S20,1.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204941,S21,2.5,1.00e+13,classical,0,.FALSE.,0,0,0,10,0
204941,S22,2.5,1.00e+13,peaked,3,.TRUE.,1,0,0,10,0
204941,S23,2.5,1.00e+13,flat,1,.TRUE.,0,1,0,10,0
204941,S24,3.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204941,S25,3.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204941,S26,3.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204941,S27,2.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204941,S28,2.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204941,S29,2.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204941,S30,3.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204941,S31,3.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204941,S32,3.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204941,S33,2.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204941,S34,2.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204941,S35,2.0,2.66e+12,flat,1,.TRUE.,0,1,0,7,0
204941,S36,3.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204941,S37,3.0,2.66e+12,peaked,3,.TRUE.,1,0,0,7,0
204941,S38,3.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204942,S00,1.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204942,S01,1.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204942,S02,1.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204942,S03,2.5,5.00e+10,classical,0,.FALSE.,0,0,0,10,0
204942,S04,2.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204942,S05,2.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204942,S06,3.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204942,S07,3.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204942,S08,3.5,5.00e+10,flat,1,.TRUE.,0,1,0,10,0
204942,S09,1.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204942,S10,1.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204942,S11,1.5,7.07e+11,flat,1,.TRUE.,0,1,0,10,0
204942,S12,2.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204942,S13,2.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204942,S14,2.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204942,S15,3.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,0
204942,S16,3.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204942,S17,3.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204942,S18,1.5,1.00e+13,classical,0,.FALSE.,0,0,0,10,0
204942,S19,1.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204942,S20,1.5,1.00e+13,flat,1,.TRUE.,0,1,0,10,1
204942,S21,2.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204942,S22,2.5,1.00e+13,peaked,3,.TRUE.,1,0,0,10,0
204942,S23,2.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204942,S24,3.5,1.00e+13,classical,0,.FALSE.,0,0,0,10,0
204942,S25,3.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204942,S26,3.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204942,S27,2.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204942,S28,2.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204942,S29,2.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204942,S30,3.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204942,S31,3.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204942,S32,3.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204942,S33,2.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204942,S34,2.0,2.66e+12,peaked,3,.TRUE.,1,0,0,7,0
204942,S35,2.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204942,S36,3.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204942,S37,3.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204942,S38,3.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204943,S00,1.5,5.00e+10,classical,0,.FALSE.,0,0,0,10,0
204943,S01,1.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204943,S02,1.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204943,S03,2.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204943,S04,2.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204943,S05,2.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204943,S06,3.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204943,S07,3.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,1
204943,S08,3.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204943,S09,1.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204943,S10,1.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204943,S11,1.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204943,S12,2.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,0
204943,S13,2.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204943,S14,2.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204943,S15,3.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204943,S16,3.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204943,S17,3.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204943,S18,1.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,1
204943,S19,1.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204943,S20,1.5,1.00e+13,flat,1,.TRUE.,0,1,0,10,0
204943,S21,2.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204943,S22,2.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204943,S23,2.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204943,S24,3.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,1
204943,S25,3.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204943,S26,3.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204943,S27,2.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204943,S28,2.0,1.88e+11,peaked,3,.TRUE.,1,0,0,7,1
204943,S29,2.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204943,S30,3.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204943,S31,3.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204943,S32,3.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204943,S33,2.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204943,S34,2.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204943,S35,2.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204943,S36,3.0,2.66e+12,classical,0,.FALSE.,0,0,0,7,0
204943,S37,3.0,2.66e+12,peaked,3,.TRUE.,1,0,0,7,0
204943,S38,3.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204960,S00,1.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204960,S01,1.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204960,S02,1.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204960,S03,2.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204960,S04,2.5,5.00e+10,peaked,3,.TRUE.,1,0,0,10,0
204960,S05,2.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204960,S06,3.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204960,S07,3.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204960,S08,3.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204960,S09,1.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204960,S10,1.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204960,S11,1.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204960,S12,2.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,0
204960,S13,2.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204960,S14,2.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204960,S15,3.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,1
204960,S16,3.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204960,S17,3.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204960,S18,1.5,1.00e+13,classical,0,.FALSE.,0,0,0,10,0
204960,S19,1.5,1.00e+13,peaked,3,.TRUE.,1,0,0,10,0
204960,S20,1.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204960,S21,2.5,1.00e+13,classical,0,.FALSE.,0,0,0,10,0
204960,S22,2.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204960,S23,2.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204960,S24,3.5,1.00e+13,classical,0,.FALSE.,0,0,0,10,0
204960,S25,3.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204960,S26,3.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204960,S27,2.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204960,S28,2.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204960,S29,2.0,1.88e+11,flat,1,.TRUE.,0,1,0,7,0
204960,S30,3.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204960,S31,3.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204960,S32,3.0,1.88e+11,flat,1,.TRUE.,0,1,0,7,1
204960,S33,2.0,2.66e+12,classical,0,.FALSE.,0,0,0,7,1
204960,S34,2.0,2.66e+12,peaked,3,.TRUE.,1,0,0,7,0
204960,S35,2.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204960,S36,3.0,2.66e+12,classical,0,.FALSE.,0,0,0,7,0
204960,S37,3.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204960,S38,3.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204963,S00,1.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204963,S01,1.5,5.00e+10,peaked,3,.TRUE.,1,0,0,10,0
204963,S02,1.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204963,S03,2.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204963,S04,2.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204963,S05,2.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204963,S06,3.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,1
204963,S07,3.5,5.00e+10,peaked,3,.TRUE.,1,0,0,10,0
204963,S08,3.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204963,S09,1.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,0
204963,S10,1.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204963,S11,1.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204963,S12,2.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,0
204963,S13,2.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204963,S14,2.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204963,S15,3.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,0
204963,S16,3.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,1
204963,S17,3.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204963,S18,1.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204963,S19,1.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204963,S20,1.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204963,S21,2.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204963,S22,2.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204963,S23,2.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204963,S24,3.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204963,S25,3.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204963,S26,3.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204963,S27,2.0,1.88e+11,classical,0,.FALSE.,0,0,0,7,1
204963,S28,2.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204963,S29,2.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204963,S30,3.0,1.88e+11,classical,0,.FALSE.,0,0,0,7,0
204963,S31,3.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204963,S32,3.0,1.88e+11,flat,1,.TRUE.,0,1,0,7,0
204963,S33,2.0,2.66e+12,classical,0,.FALSE.,0,0,0,7,0
204963,S34,2.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204963,S35,2.0,2.66e+12,flat,1,.TRUE.,0,1,0,7,0
204963,S36,3.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204963,S37,3.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204963,S38,3.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,1
204964,S00,1.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204964,S01,1.5,5.00e+10,peaked,3,.TRUE.,1,0,0,10,0
204964,S02,1.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,1
204964,S03,2.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,1
204964,S04,2.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204964,S05,2.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204964,S06,3.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204964,S07,3.5,5.00e+10,peaked,3,.TRUE.,1,0,0,10,0
204964,S08,3.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204964,S09,1.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204964,S10,1.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204964,S11,1.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204964,S12,2.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204964,S13,2.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204964,S14,2.5,7.07e+11,flat,1,.TRUE.,0,1,0,10,0
204964,S15,3.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,0
204964,S16,3.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204964,S17,3.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204964,S18,1.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204964,S19,1.5,1.00e+13,peaked,3,.TRUE.,1,0,0,10,0
204964,S20,1.5,1.00e+13,flat,1,.TRUE.,0,1,0,10,0
204964,S21,2.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204964,S22,2.5,1.00e+13,peaked,3,.TRUE.,1,0,0,10,0
204964,S23,2.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204964,S24,3.5,1.00e+13,classical,0,.FALSE.,0,0,0,10,0
204964,S25,3.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204964,S26,3.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204964,S27,2.0,1.88e+11,classical,0,.FALSE.,0,0,0,7,0
204964,S28,2.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204964,S29,2.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204964,S30,3.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204964,S31,3.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
204964,S32,3.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204964,S33,2.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204964,S34,2.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204964,S35,2.0,2.66e+12,flat,1,.TRUE.,0,1,0,7,0
204964,S36,3.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204964,S37,3.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204964,S38,3.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204965,S00,1.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204965,S01,1.5,5.00e+10,peaked,3,.TRUE.,1,0,0,10,0
204965,S02,1.5,5.00e+10,flat,1,.TRUE.,0,1,0,10,0
204965,S03,2.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204965,S04,2.5,5.00e+10,peaked,3,.TRUE.,1,0,0,10,0
204965,S05,2.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,1
204965,S06,3.5,5.00e+10,classical,0,.FALSE.,0,0,0,10,0
204965,S07,3.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204965,S08,3.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204965,S09,1.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204965,S10,1.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204965,S11,1.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204965,S12,2.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,0
204965,S13,2.5,7.07e+11,peaked,3,.TRUE.,1,0,0,10,0
204965,S14,2.5,7.07e+11,flat,1,.TRUE.,0,1,0,10,0
204965,S15,3.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204965,S16,3.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204965,S17,3.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,1
204965,S18,1.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204965,S19,1.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204965,S20,1.5,1.00e+13,flat,1,.TRUE.,0,1,0,10,0
204965,S21,2.5,1.00e+13,classical,0,.FALSE.,0,0,0,10,0
204965,S22,2.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204965,S23,2.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204965,S24,3.5,1.00e+13,classical,0,.FALSE.,0,0,0,10,0
204965,S25,3.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204965,S26,3.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204965,S27,2.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204965,S28,2.0,1.88e+11,peaked,3,.TRUE.,1,0,0,7,0
204965,S29,2.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204965,S30,3.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,1
204965,S31,3.0,1.88e+11,peaked,3,.TRUE.,1,0,0,7,0
204965,S32,3.0,1.88e+11,flat,1,.TRUE.,0,1,1,7,0
204965,S33,2.0,2.66e+12,classical,0,.FALSE.,0,0,1,7,0
204965,S34,2.0,2.66e+12,peaked,3,.TRUE.,1,0,0,7,0
204965,S35,2.0,2.66e+12,flat,1,.TRUE.,0,1,0,7,0
204965,S36,3.0,2.66e+12,classical,0,.FALSE.,0,0,0,7,0
204965,S37,3.0,2.66e+12,peaked,3,.TRUE.,1,0,1,7,0
204965,S38,3.0,2.66e+12,flat,1,.TRUE.,0,1,1,7,0
204966,S00,1.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204966,S01,1.5,5.00e+10,peaked,3,.TRUE.,1,0,0,10,0
204966,S02,1.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204966,S03,2.5,5.00e+10,classical,0,.FALSE.,0,0,0,10,0
204966,S04,2.5,5.00e+10,peaked,3,.TRUE.,1,0,1,10,0
204966,S05,2.5,5.00e+10,flat,1,.TRUE.,0,1,0,10,0
204966,S06,3.5,5.00e+10,classical,0,.FALSE.,0,0,1,10,0
204966,S07,3.5,5.00e+10,peaked,3,.TRUE.,1,0,0,10,0
204966,S08,3.5,5.00e+10,flat,1,.TRUE.,0,1,1,10,0
204966,S09,1.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204966,S10,1.5,7.07e+11,peaked,3,.TRUE.,1,0,0,10,0
204966,S11,1.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204966,S12,2.5,7.07e+11,classical,0,.FALSE.,0,0,0,10,0
204966,S13,2.5,7.07e+11,peaked,3,.TRUE.,1,0,1,10,0
204966,S14,2.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204966,S15,3.5,7.07e+11,classical,0,.FALSE.,0,0,1,10,0
204966,S16,3.5,7.07e+11,peaked,3,.TRUE.,1,0,0,10,0
204966,S17,3.5,7.07e+11,flat,1,.TRUE.,0,1,1,10,0
204966,S18,1.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204966,S19,1.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204966,S20,1.5,1.00e+13,flat,1,.TRUE.,0,1,0,10,0
204966,S21,2.5,1.00e+13,classical,0,.FALSE.,0,0,1,10,0
204966,S22,2.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204966,S23,2.5,1.00e+13,flat,1,.TRUE.,0,1,1,10,0
204966,S24,3.5,1.00e+13,classical,0,.FALSE.,0,0,0,10,0
204966,S25,3.5,1.00e+13,peaked,3,.TRUE.,1,0,1,10,0
204966,S26,3.5,1.00e+13,flat,1,.TRUE.,0,1,0,10,1
204966,S27,2.0,1.88e+11,classical,0,.FALSE.,0,0,1,7,0
204966,S28,2.0,1.88e+11,peaked,3,.TRUE.,1,0,1,7,0
